Id,Label,timeset,indegree,outdegree,Degree,eigencentrality,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class
luckybigw1nmee,luckybigw1nmee,,0,2,2,0,1,1,1,0,0
q84_www,q84_www,,0,1,1,0,1,1,1,0,73
taringa,taringa,,2,0,2,0.001977,0,0,0,0,73
0xthvgyu,0xthvgyu,,1,4,5,0.002748,1,1,1,0,47
umeboshi11111,umeboshi11111,,0,3,3,0,1,1,1,0,47
mattb0ys,mattb0ys,,0,3,3,0,1,1,1,0,47
jenniezoki,jenniezoki,,0,3,3,0,1,1,1,0,47
lissmabiss,lissmabiss,,0,1,1,0,1,1,1,0,1
_oowgnoej,_oowgnoej,,0,1,1,0,1,1,1,0,47
carpedm_127,carpedm_127,,0,2,2,0,1,1,1,0,0
ohgabjagi,ohgabjagi,,0,3,3,0,1,1,1,0,47
erika_borkoles,erika_borkoles,,0,1,1,0,1,1,1,0,0
heatherviolett,heatherviolett,,0,1,1,0,1,1,1,0,1
poohsworld415,poohsworld415,,1,1,2,0.002748,0,0,0,0,74
e_jokesus,e_jokesus,,0,3,3,0,1,1,1,0,47
zkdlinahceah,zkdlinahceah,,0,2,2,0,1,1,1,0,0
0xed888,0xed888,,0,3,3,0,1,1,1,0,47
blackthoughtyt,blackthoughtyt,,0,1,1,0,1,1,1,0,1
pasrah7469,pasrah7469,,0,1,1,0,1,1,1,0,47
hakai1308,hakai1308,,0,2,2,0,1,1,1,0,0
luckyvsunluck,luckyvsunluck,,0,2,2,0,1,1,1,0,0
paranasmapili,paranasmapili,,0,3,3,0,1,1,1,0,0
oxpapsky,oxpapsky,,0,2,2,0,1,1,1,0,0
nikhita0311,nikhita0311,,0,2,2,0,1,1,1,0,0
bigfanbt,bigfanbt,,0,1,1,0,1,1,1,0,19
lagi2bigwin,lagi2bigwin,,0,2,2,0,1,1,1,0,0
tobe_1012,tobe_1012,,0,1,1,0,1,1,1,0,33
shivasblessings,shivasblessings,,0,2,2,0,1,1,1,0,0
oxwinyuk_,oxwinyuk_,,0,2,2,0,1,1,1,0,0
rianasaki,rianasaki,,0,1,1,0,1,1,1,0,47
soniasamoggia,soniasamoggia,,0,1,1,0,1,1,1,0,75
nicolettadec,nicolettadec,,1,0,1,0.000989,0,0,0,0,75
achierayers,achierayers,,0,2,2,0,1,1,1,0,0
susanpoe7,susanpoe7,,0,1,1,0,1,1,1,0,1
cgmirand,cgmirand,,1,1,2,0.002748,0,0,0,0,76
sylkykat,sylkykat,,0,1,1,0,1,1,1,0,44
drinceecityx_,drinceecityx_,,0,2,2,0,1,1,1,0,0
t_p_k,t_p_k,,0,1,1,0,1,1,1,0,1
w1ms88,w1ms88,,0,3,3,0,1,1,1,0,47
sureshs93167006,sureshs93167006,,0,1,1,0,1,1,1,0,77
economictimes,economictimes,,3,1,4,0.008243,0,0,0,0,77
eni5510,eni5510,,0,1,1,0,1,1,1,0,1
sipejuangdollar,sipejuangdollar,,0,2,2,0,1,1,1,0,0
multi09_,multi09_,,0,1,1,0,1,1,1,0,47
larissamarantz,larissamarantz,,0,1,1,0,1,1,1,0,1
lockwin8,lockwin8,,0,2,2,0,1,1,1,0,0
hokiluckwin,hokiluckwin,,0,2,2,0,1,1,1,0,0
crescendvo,crescendvo,,0,1,1,0,1,1,1,0,47
heyyy_thewinner,heyyy_thewinner,,0,2,2,0,1,1,1,0,0
arinicorn,arinicorn,,0,3,3,0,1,1,1,0,47
luckyracha,luckyracha,,0,2,2,0,1,1,1,0,0
aerish1485_,aerish1485_,,0,3,3,0,1,1,1,0,47
hannie17hae,hannie17hae,,0,2,2,0,1,1,1,0,0
fcotoscano,fcotoscano,,1,1,2,0.002748,0,0,0,0,78
0xkiwin,0xkiwin,,0,2,2,0,1,1,1,0,0
karmaalwayswin,karmaalwayswin,,0,2,2,0,1,1,1,0,0
saraumery,saraumery,,1,1,2,0.002748,0,0,0,0,79
0xjowellaa17_,0xjowellaa17_,,0,3,3,0,1,1,1,0,47
muklisjahat,muklisjahat,,0,3,3,0,1,1,1,0,47
sanaaaa_ali,sanaaaa_ali,,0,1,1,0,1,1,1,0,80
i_m_i_k_9,i_m_i_k_9,,4,0,4,0.003955,0,0,0,0,80
perfectionlearn,perfectionlearn,,0,2,2,0,1,1,1,0,81
ncte,ncte,,1,0,1,0.000989,0,0,0,0,81
brandon_abdon,brandon_abdon,,1,0,1,0.000989,0,0,0,0,81
cryptocity99,cryptocity99,,0,2,2,0,1,1,1,0,0
toastercloud,toastercloud,,0,1,1,0,1,1,1,0,1
swiftivie,swiftivie,,0,3,3,0,1,1,1,0,45
grazidimambro,grazidimambro,,0,1,1,0,1,1,1,0,82
reale_scenari,reale_scenari,,1,0,1,0.000989,0,0,0,0,82
baudollar_,baudollar_,,0,3,3,0,1,1,1,0,0
jiaeri918,jiaeri918,,0,2,2,0,1,1,1,0,0
algorevfx,algorevfx,,0,1,1,0,1,1,1,0,83
javierbayerri,javierbayerri,,1,0,1,0.000989,0,0,0,0,83
jtalvitie,jtalvitie,,0,1,1,0,1,1,1,0,84
thefinestcc,thefinestcc,,1,0,1,0.000989,0,0,0,0,84
hallowin22,hallowin22,,0,2,2,0,1,1,1,0,0
doncingalls,doncingalls,,0,1,1,0,1,1,1,0,1
kochanbigwin,kochanbigwin,,0,2,2,0,1,1,1,0,0
renjnzip,renjnzip,,0,2,2,0,1,1,1,0,0
winnertakong,winnertakong,,0,2,2,0,1,1,1,0,0
madbigw1n22,madbigw1n22,,0,2,2,0,1,1,1,0,0
anotherdeep,anotherdeep,,0,1,1,0,1,1,1,0,0
asim_simso,asim_simso,,0,2,2,0,1,1,1,0,0
kk_hnnie,kk_hnnie,,0,2,2,0,1,1,1,0,0
mmogaddict,mmogaddict,,0,1,1,0,1,1,1,0,85
ahmadkhan326,ahmadkhan326,,5,0,5,0.004943,0,0,0,0,85
arizonaseminole,arizonaseminole,,0,1,1,0,1,1,1,0,1
qhancroft,qhancroft,,4,0,4,0.003955,0,0,0,0,1
kingcrypto1986,kingcrypto1986,,0,2,2,0,1,1,1,0,86
timmyandchloe,timmyandchloe,,1,0,1,0.000989,0,0,0,0,86
citouvillesxx,citouvillesxx,,0,2,2,0,1,1,1,0,0
valverybigwins,valverybigwins,,0,2,2,0,1,1,1,0,0
0xyrhynchx,0xyrhynchx,,0,2,2,0,1,1,1,0,0
umaybebewins,umaybebewins,,0,3,3,0,1,1,1,0,47
0xnovw1nz,0xnovw1nz,,0,2,2,0,1,1,1,0,0
code7lucky,code7lucky,,0,2,2,0,1,1,1,0,0
vegasuzex,vegasuzex,,0,2,2,0,1,1,1,0,0
myungiebyeol,myungiebyeol,,0,2,2,0,1,1,1,0,0
caitling1130x,caitling1130x,,0,3,3,0,1,1,1,0,47
aerusgirl,aerusgirl,,0,3,3,0,1,1,1,0,47
autoworldmag,autoworldmag,,0,1,1,0,1,1,1,0,63
kristineee7_,kristineee7_,,0,2,2,0,1,1,1,0,0
greg_kennedy10,greg_kennedy10,,0,4,4,0,1,1,1,0,8
adl,adl,,14,0,14,0.030018,0,0,0,0,8
jgreenblattadl,jgreenblattadl,,14,0,14,0.030018,0,0,0,0,8
the_weed_shop,the_weed_shop,,1,2,3,0.002748,1,1,1,0,45
depoasit,depoasit,,0,2,2,0,1,1,1,0,0
luckmalak,luckmalak,,0,1,1,0,1,1,1,0,47
bismillahwinn22,bismillahwinn22,,0,1,1,0,1,1,1,0,47
swertebigw1naeh,swertebigw1naeh,,0,2,2,0,1,1,1,0,0
lucky777blessed,lucky777blessed,,0,2,2,0,1,1,1,0,0
meooongbuuuncit,meooongbuuuncit,,0,2,2,0,1,1,1,0,0
ashutos03898892,ashutos03898892,,0,1,1,0,1,1,1,0,6
lehmrade_10,lehmrade_10,,0,1,1,0,1,1,1,0,46
cookie_oxwiin,cookie_oxwiin,,0,3,3,0,1,1,1,0,47
maxx2219,maxx2219,,0,2,2,0,1,1,1,0,0
dbentster,dbentster,,0,4,4,0,1,1,1,0,8
winemandanny,winemandanny,,0,4,4,0,1,1,1,0,8
gizmo_x1000,gizmo_x1000,,0,1,1,0,1,1,1,0,1
justlleta_,justlleta_,,0,3,3,0,1,1,1,0,47
nikeumomalena,nikeumomalena,,0,2,2,0,1,1,1,0,0
m_arul25,m_arul25,,0,3,3,0,1,1,1,0,47
erikhsabu,erikhsabu,,0,2,2,0,1,1,1,0,0
colmenrz,colmenrz,,0,2,2,0,1,1,1,0,0
0xnovw1n,0xnovw1n,,0,2,2,0,1,1,1,0,0
mazijackson3,mazijackson3,,0,1,1,0,1,1,1,0,77
barbyghinassi,barbyghinassi,,0,1,1,0,1,1,1,0,87
m49liberorso,m49liberorso,,7,0,7,0.006921,0,0,0,0,87
pamwallace,pamwallace,,0,1,1,0,1,1,1,0,1
kepickterus,kepickterus,,0,3,3,0,1,1,1,0,47
babybybu,babybybu,,0,2,2,0,1,1,1,0,0
tebastardes,tebastardes,,0,4,4,0,1,1,1,0,8
themightyredd,themightyredd,,0,1,1,0,1,1,1,0,1
makj_cityx,makj_cityx,,0,2,2,0,1,1,1,0,0
pankaj58828629,pankaj58828629,,0,1,1,0,1,1,1,0,1
ebus_codes,ebus_codes,,0,1,1,0,1,1,1,0,1
popuiistensohn,popuiistensohn,,0,1,1,0,1,1,1,0,88
clauduella_ella,clauduella_ella,,3,1,4,0.008243,0,0,0,0,88
exloree,exloree,,0,2,2,0,1,1,1,0,0
xoluckys,xoluckys,,0,2,2,0,1,1,1,0,0
mspandajones,mspandajones,,1,1,2,0.002748,0,0,0,0,89
cenentano,cenentano,,0,1,1,0,1,1,1,0,1
jaemychosso,jaemychosso,,0,2,2,0,1,1,1,0,0
phdteresa,phdteresa,,0,1,1,0,1,1,1,0,1
ab_notacat,ab_notacat,,0,4,4,0,1,1,1,0,8
raufaslam123,raufaslam123,,1,1,2,0.002748,0,0,0,0,90
perremans3,perremans3,,0,1,1,0,1,1,1,0,1
mskwin_x,mskwin_x,,0,2,2,0,1,1,1,0,0
cakecup0,cakecup0,,1,1,2,0.002748,0,0,0,0,91
muhammadaounra6,muhammadaounra6,,0,1,1,0,1,1,1,0,80
hotdogcityx,hotdogcityx,,0,2,2,0,1,1,1,0,0
bigwinbuna,bigwinbuna,,0,2,2,0,1,1,1,0,0
s8neth,s8neth,,0,2,2,0,1,1,1,0,0
cityx_winner,cityx_winner,,0,1,1,0,1,1,1,0,47
nakago_samurai,nakago_samurai,,0,3,3,0,1,1,1,0,92
sbf_ftx,sbf_ftx,,2,0,2,0.001977,0,0,0,0,92
wolfofcryptoblv,wolfofcryptoblv,,3,0,3,0.002966,0,0,0,0,92
davidsamson47,davidsamson47,,0,1,1,0,1,1,1,0,93
heatherdeland,heatherdeland,,1,0,1,0.000989,0,0,0,0,93
menantaa,menantaa,,0,3,3,0,1,1,1,0,47
bi9w1n1000dol4r,bi9w1n1000dol4r,,0,2,2,0,1,1,1,0,0
cryptoavii,cryptoavii,,0,2,2,0,1,1,1,0,0
voteranne,voteranne,,0,1,1,0,1,1,1,0,94
randallmccorquo,randallmccorquo,,1,0,1,0.000989,0,0,0,0,94
romuloide456,romuloide456,,0,1,1,0,1,1,1,0,73
brynlee_spears,brynlee_spears,,0,1,1,0,1,1,1,0,1
0xrenysh,0xrenysh,,0,2,2,0,1,1,1,0,0
pickseokji_,pickseokji_,,0,3,3,0,1,1,1,0,47
0x_al_magribi,0x_al_magribi,,0,3,3,0,1,1,1,0,47
0xseptceria,0xseptceria,,0,2,2,0,1,1,1,0,0
stardukst,stardukst,,0,2,2,0,1,1,1,0,0
yoursugarcityx,yoursugarcityx,,0,2,2,0,1,1,1,0,0
minsa_03,minsa_03,,0,2,2,0,1,1,1,0,0
seulgiear,seulgiear,,0,2,2,0,1,1,1,0,0
mleathem,mleathem,,1,1,2,0.002748,0,0,0,0,95
me2dxcknock,me2dxcknock,,0,2,2,0,1,1,1,0,0
sieeriego,sieeriego,,0,2,2,0,1,1,1,0,0
oxbigwinscy,oxbigwinscy,,0,2,2,0,1,1,1,0,0
bsentertainme13,bsentertainme13,,1,1,2,0.002748,0,0,0,0,96
soemillenium,soemillenium,,0,2,2,0,1,1,1,0,0
irrefutablematt,irrefutablematt,,0,1,1,0,1,1,1,0,1
ruvanw,ruvanw,,0,1,1,0,1,1,1,0,1
bernd471,bernd471,,0,1,1,0,1,1,1,0,46
meroy345957,meroy345957,,0,2,2,0,1,1,1,0,97
wahhabhassoo,wahhabhassoo,,1,0,1,0.000989,0,0,0,0,97
boyotint,boyotint,,0,2,2,0,1,1,1,0,0
nightsiren,nightsiren,,0,1,1,0,1,1,1,0,98
benchilton,benchilton,,1,0,1,0.000989,0,0,0,0,98
shafa_0909,shafa_0909,,0,2,2,0,1,1,1,0,0
1m_w000ndolar,1m_w000ndolar,,0,2,2,0,1,1,1,0,0
synk4ra,synk4ra,,0,3,3,0,1,1,1,0,47
bigwincityx2022,bigwincityx2022,,0,2,2,0,1,1,1,0,0
luvpickerwin,luvpickerwin,,0,3,3,0,1,1,1,0,47
arascityx,arascityx,,0,2,2,0,1,1,1,0,0
senie_rose,senie_rose,,0,2,2,0,1,1,1,0,0
oftenbigwin,oftenbigwin,,0,2,2,0,1,1,1,0,0
deepika11177,deepika11177,,1,3,4,0.002748,1,1,1,0,45
sanjay0864,sanjay0864,,0,1,1,0,1,1,1,0,1
xw2k4sgsdk51,xw2k4sgsdk51,,0,1,1,0,1,1,1,0,1
dynamitenews_,dynamitenews_,,1,1,2,0.002748,0,0,0,0,99
0zoyteveza,0zoyteveza,,0,2,2,0,1,1,1,0,0
santafegirl15,santafegirl15,,0,1,1,0,1,1,1,0,1
jnckwinlahhh,jnckwinlahhh,,0,2,2,0,1,1,1,0,0
emdees11,emdees11,,0,1,1,0,1,1,1,0,1
bigwinsup,bigwinsup,,0,2,2,0,1,1,1,0,0
damniwon,damniwon,,0,2,2,0,1,1,1,0,0
zeexcv,zeexcv,,0,2,2,0,1,1,1,0,0
salerno_vince,salerno_vince,,0,1,1,0,1,1,1,0,100
photobugliano,photobugliano,,2,0,2,0.001977,0,0,0,0,100
smith_agatha0,smith_agatha0,,0,1,1,0,1,1,1,0,101
nytimestech,nytimestech,,1,0,1,0.000989,0,0,0,0,101
mustxco2470,mustxco2470,,0,2,2,0,1,1,1,0,0
0xybaccarat,0xybaccarat,,0,2,2,0,1,1,1,0,0
backintokyo,backintokyo,,0,1,1,0,1,1,1,0,1
0xygeun,0xygeun,,0,3,3,0,1,1,1,0,47
selamat__,selamat__,,0,2,2,0,1,1,1,0,0
ichowk_,ichowk_,,1,1,2,0.002748,0,0,0,0,102
nanding1,nanding1,,0,1,1,0,1,1,1,0,35
0xp1scesbigwin,0xp1scesbigwin,,0,1,1,0,1,1,1,0,47
agonyofsameer,agonyofsameer,,0,2,2,0,1,1,1,0,49
xiomarahensley3,xiomarahensley3,,0,1,1,0,1,1,1,0,47
chirywan,chirywan,,1,1,2,0.002748,0,0,0,0,103
paulmot17151968,paulmot17151968,,0,1,1,0,1,1,1,0,1
zungkirbalix,zungkirbalix,,0,2,2,0,1,1,1,0,0
vgurl_main,vgurl_main,,0,2,2,0,1,1,1,0,0
strawbearymoon,strawbearymoon,,0,2,2,0,1,1,1,0,0
suka_congrats,suka_congrats,,0,3,3,0,1,1,1,0,47
kshitijgaikar,kshitijgaikar,,1,1,2,0.002748,0,0,0,0,104
0xinginbigwin,0xinginbigwin,,0,3,3,0,1,1,1,0,47
bigwinniewin,bigwinniewin,,0,3,3,0,1,1,1,0,47
miraclez4444,miraclez4444,,0,2,2,0,1,1,1,0,0
meongwn,meongwn,,0,2,2,0,1,1,1,0,0
introfacts,introfacts,,0,2,2,0,1,1,1,0,0
derleugner,derleugner,,0,1,1,0,1,1,1,0,46
ctroble,ctroble,,0,3,3,0,1,1,1,0,47
esbenevolence,esbenevolence,,1,1,2,0.002748,0,0,0,0,105
lovekaihavertz,lovekaihavertz,,0,1,1,0,1,1,1,0,47
drisanaekavira_,drisanaekavira_,,0,2,2,0,1,1,1,0,0
rahulsi17319634,rahulsi17319634,,0,1,1,0,1,1,1,0,1
robertchurchy10,robertchurchy10,,0,1,1,0,2,0.571429,0.625,0,8
anakpickaw,anakpickaw,,0,3,3,0,1,1,1,0,47
murwins22_,murwins22_,,0,2,2,0,1,1,1,0,0
rht190,rht190,,1,1,2,0.002748,0,0,0,0,106
theykallmeeli,theykallmeeli,,0,1,1,0,1,1,1,0,107
vkreators,vkreators,,2,0,2,0.001977,0,0,0,0,107
anna_nahnu,anna_nahnu,,0,1,1,0,1,1,1,0,108
amsysiyo_6,amsysiyo_6,,1,0,1,0.000989,0,0,0,0,108
vybmedia1,vybmedia1,,0,1,1,0,1,1,1,0,107
edwardo45122286,edwardo45122286,,0,1,1,0,1,1,1,0,1
jin1shi_,jin1shi_,,0,2,2,0,1,1,1,0,0
ericosuna,ericosuna,,0,1,1,0,1,1,1,0,1
piiit,piiit,,0,1,1,0,1,1,1,0,1
dheerj1000,dheerj1000,,0,1,1,0,1,1,1,0,0
boaromayo,boaromayo,,0,1,1,0,1,1,1,0,109
solarusgames,solarusgames,,2,0,2,0.001977,0,0,0,0,109
zakariszghent,zakariszghent,,0,1,1,0,1,1,1,0,109
rr_j28,rr_j28,,0,1,1,0,1,1,1,0,53
31sandiwaraz,31sandiwaraz,,0,2,2,0,1,1,1,0,0
0xnovmbrwnnn,0xnovmbrwnnn,,0,1,1,0,1,1,1,0,47
thekarmidance,thekarmidance,,1,1,2,0.002748,0,0,0,0,110
s3nnacherib,s3nnacherib,,0,1,1,0,1,1,1,0,111
samiullah66,samiullah66,,1,0,1,0.000989,0,0,0,0,111
fullowins,fullowins,,0,2,2,0,1,1,1,0,0
gar_nez,gar_nez,,0,1,1,0,1,1,1,0,4
karyawan_twiter,karyawan_twiter,,0,2,2,0,1,1,1,0,0
0xnhawin,0xnhawin,,0,2,2,0,1,1,1,0,0
ox_halamemoyaah,ox_halamemoyaah,,0,2,2,0,1,1,1,0,0
krystleroseking,krystleroseking,,0,1,1,0,1,1,1,0,1
bigwins2023,bigwins2023,,1,4,5,0.002748,1,1,1,0,47
gitavanesa99,gitavanesa99,,0,2,2,0,1,1,1,0,0
ketopope,ketopope,,0,1,1,0,1,1,1,0,1
stanip7,stanip7,,0,2,2,0,1,1,1,0,0
shohokuxhunterx,shohokuxhunterx,,0,2,2,0,1,1,1,0,0
kath26g,kath26g,,0,2,2,0,1,1,1,0,0
bubblegumbabe23,bubblegumbabe23,,1,1,2,0.002748,0,0,0,0,112
odifleur,odifleur,,0,3,3,0,1,1,1,0,47
haymeeeeeeexo,haymeeeeeeexo,,0,3,3,0,1,1,1,0,47
dimenangkan,dimenangkan,,0,3,3,0,1,1,1,0,47
andra6191,andra6191,,0,3,3,0,1,1,1,0,47
jmutinda_snr,jmutinda_snr,,1,1,2,0.002748,0,0,0,0,113
pengenbgtbigwin,pengenbgtbigwin,,0,2,2,0,1,1,1,0,0
explorelife,explorelife,,0,1,1,0,1,1,1,0,4
syedhus49894722,syedhus49894722,,0,3,3,0,1,1,1,0,47
laiklik1881,laiklik1881,,0,1,1,0,1,1,1,0,0
widyasonexyz,widyasonexyz,,0,3,3,0,1,1,1,0,47
nad3ng,nad3ng,,0,2,2,0,1,1,1,0,0
krsmynt12,krsmynt12,,0,3,3,0,1,1,1,0,47
melofies,melofies,,0,2,2,0,1,1,1,0,0
murali_r30,murali_r30,,0,1,1,0,1,1,1,0,0
shivam00724949,shivam00724949,,1,1,2,0.002748,0,0,0,0,114
hopewin1234_,hopewin1234_,,0,3,3,0,1,1,1,0,0
opheliaella5,opheliaella5,,0,1,1,0,1,1,1,0,115
sallydipple,sallydipple,,1,0,1,0.000989,0,0,0,0,115
pjwcookies,pjwcookies,,0,3,3,0,1,1,1,0,47
tysm005,tysm005,,0,2,2,0,1,1,1,0,0
oxjihanicornn,oxjihanicornn,,0,3,3,0,1,1,1,0,0
constellarrie,constellarrie,,0,2,2,0,1,1,1,0,0
cobabigw1n_,cobabigw1n_,,0,2,2,0,1,1,1,0,0
porkybunss,porkybunss,,1,1,2,0.002748,0,0,0,0,116
bigwin28jutaaa,bigwin28jutaaa,,0,1,1,0,1,1,1,0,47
brischleu,brischleu,,0,1,1,0,1,1,1,0,46
nayyyhae,nayyyhae,,0,3,3,0,1,1,1,0,47
joshmcvoy,joshmcvoy,,0,1,1,0,1,1,1,0,0
ca_rajeevgupta,ca_rajeevgupta,,0,1,1,0,1,1,1,0,117
rajeevguptaca,rajeevguptaca,,21,1,22,0.0577,0,0,0,0,117
srishgupt,srishgupt,,0,1,1,0,1,1,1,0,117
atheistspinster,atheistspinster,,0,1,1,0,1,1,1,0,1
srizangupta,srizangupta,,0,1,1,0,1,1,1,0,117
kirkat9,kirkat9,,1,1,2,0.002748,0,0,0,0,118
gupta_manisha1,gupta_manisha1,,0,1,1,0,1,1,1,0,117
beagoodhuman100,beagoodhuman100,,0,2,2,0,1,1,1,0,0
aa_hoki31,aa_hoki31,,0,3,3,0,1,1,1,0,47
neonicklus,neonicklus,,0,1,1,0,1,1,1,0,46
rogersumatra__,rogersumatra__,,0,2,2,0,1,1,1,0,0
srizan_gupta,srizan_gupta,,0,1,1,0,1,1,1,0,117
bayudwisiittt,bayudwisiittt,,0,1,1,0,1,1,1,0,47
deraffa01,deraffa01,,0,3,3,0,1,1,1,0,0
rodrigueossi,rodrigueossi,,1,1,2,0.002748,0,0,0,0,119
chuddles11,chuddles11,,0,43,43,0,2,0.957447,0.977778,0,120
palasakoon,palasakoon,,1,0,1,0.000989,0,0,0,0,120
dhwrmaa1_,dhwrmaa1_,,1,0,1,0.000989,0,0,0,0,120
wqiansam,wqiansam,,1,0,1,0.000989,0,0,0,0,120
matildavibez,matildavibez,,1,2,3,0.000989,1,1,1,0,120
h4ikal_hail,h4ikal_hail,,1,0,1,0.000989,0,0,0,0,120
0xixze,0xixze,,1,0,1,0.000989,0,0,0,0,120
rarawinyuk,rarawinyuk,,1,0,1,0.000989,0,0,0,0,120
nancyslasher,nancyslasher,,1,0,1,0.000989,0,0,0,0,120
nakilaang,nakilaang,,1,2,3,0.000989,1,1,1,0,120
terdebest1,terdebest1,,1,0,1,0.000989,0,0,0,0,120
omg_mae2,omg_mae2,,1,0,1,0.000989,0,0,0,0,120
youroch1i,youroch1i,,1,3,4,0.000989,1,1,1,0.5,120
maelovesjk01,maelovesjk01,,1,0,1,0.000989,0,0,0,0,120
maximilliarwx_,maximilliarwx_,,1,0,1,0.000989,0,0,0,0,120
xxbigwins,xxbigwins,,1,0,1,0.000989,0,0,0,0,120
0xj3poywins,0xj3poywins,,1,0,1,0.000989,0,0,0,0,120
haexyvll,haexyvll,,1,0,1,0.000989,0,0,0,0,120
luckyywiin,luckyywiin,,1,0,1,0.000989,0,0,0,0,120
hundting_f1xwin,hundting_f1xwin,,1,0,1,0.000989,0,0,0,0,120
bigwin1kdlr,bigwin1kdlr,,1,0,1,0.000989,0,0,0,0,120
aline_pickawin,aline_pickawin,,1,0,1,0.000989,0,0,0,0,120
cryptoniing,cryptoniing,,1,0,1,0.000989,0,0,0,0,120
di_doainmama,di_doainmama,,1,0,1,0.000989,0,0,0,0,120
xxreinee,xxreinee,,1,0,1,0.000989,0,0,0,0,120
ogsabv,ogsabv,,1,0,1,0.000989,0,0,0,0,120
kapan_congrat,kapan_congrat,,1,0,1,0.000989,0,0,0,0,120
akunangisb,akunangisb,,1,0,1,0.000989,0,0,0,0,120
estebanjose27,estebanjose27,,1,0,1,0.000989,0,0,0,0,120
__nineely16,__nineely16,,1,2,3,0.000989,1,1,1,0,120
123ci456,123ci456,,1,0,1,0.000989,0,0,0,0,120
riamindia17,riamindia17,,1,0,1,0.000989,0,0,0,0,120
lpploa2ndacc,lpploa2ndacc,,1,2,3,0.000989,1,1,1,0,120
hanya_dewrif,hanya_dewrif,,1,2,3,0.000989,1,1,1,0,120
koyagemoy,koyagemoy,,1,2,3,0.000989,1,1,1,0,120
0xrizqiwins,0xrizqiwins,,1,2,3,0.000989,1,1,1,0,120
iqbaaal_01,iqbaaal_01,,1,3,4,0.000989,1,1,1,0.5,120
itsmewin__,itsmewin__,,1,0,1,0.000989,0,0,0,0,120
bebekmenang,bebekmenang,,1,0,1,0.000989,0,0,0,0,120
behamerahjambu,behamerahjambu,,1,2,3,0.000989,1,1,1,0,120
maryltrump,maryltrump,,3,0,3,0.004988,0,0,0,0,120
soundskugle,soundskugle,,2,3,5,0.001977,1,1,1,3,120
